word,label,label_Liu,label_SentiWords,label_AFINN,label_WordStat,label_sentiwordnet
crusade,2.0,,,,1.0,
crusaded,,,,,1.0,
crusader,2.0,,0.11729,,1.0,
crusaders,,,,,1.0,
crusades,,,,,1.0,
crush,-1.0,-1.0,-0.09394,-1.0,,-0.125
crushed,-1.0,-1.0,-0.48789,-2.0,,
crushes,1.0,,,-1.0,,
crushing,-1.0,-1.0,-0.21018,-1.0,,
crushingly,,,0.12208,,,0.125
crust,,,0.114745,,,
crustaceous,,,-0.00601,,,-0.0625
crusty,-1.0,,-0.18444000000000002,,,
crux,,,0.17964000000000002,,,
cry,-2.0,-1.0,-0.434165,-1.0,-1.0,-0.08333333333333333
cryaesthesia,,,-0.28345,,,
crybaby,,,-0.52418,,,
cryesthesia,,,-0.28345,,,-0.375
crying,,,-0.194575,-2.0,-1.0,
cryoanaesthesia,,,-0.42036,,,
cryoanesthesia,,,-0.42036,,,-0.75
cryocautery,,,0.10554000000000001,,,0.0625
cryogenic,,,-0.07997,,,-0.125
cryometer,,,-0.28345,,,-0.375
cryopathy,,,-0.38925,,,
cryophobia,,,0.12208,,,0.125
cryostat,,,-0.34088,,,-0.5
cryptic,,,-0.27854,,,-0.25
cryptical,,,0.07695,,,
cryptically,,,0.15793,,,
cryptobranchus,,,-0.07997,,,
cryptococcosis,,,-0.25931,,,-0.375
cryptographically,,,0.15793,,,0.25
crystal,,,0.4399,,,
crystalise,,,0.17237,,1.0,
crystalize,,,0.17237,,1.0,
crystalline,,,0.1507,,,0.3125
crystallise,,,0.16313,,1.0,
crystallised,,,0.12208,,,
crystallize,,,0.21265,,1.0,0.25
crystallized,,,0.10554000000000001,,,0.0625
ctenocephalus,,,0.17826,,,
ctenoid,,,-0.07997,,,-0.125
ctenophore,,,-0.19821,,,-0.25
cub,,,0.43189999999999995,,,-0.125
cube,,,-0.03023,,,
cubist,,,0.06104,,,0.125
cubitiere,,,-0.19821,,,-0.25
cuckold,,,-0.15377000000000002,,,
cuckoo,,,-0.01626,,,
cuddle,,,0.63715,,1.0,
cuddled,,,,,1.0,
cuddles,,,,,1.0,
cuddlesome,,,0.17826,,,
cuddling,,,-0.17327,,,
cuddly,1.0,,0.17826,,1.0,0.375
cudweed,,,-0.05439,,,-0.375
cuff,,,-0.02748,,,
cuisse,,,-0.07997,,,-0.125
cull,,,-0.17044,,,
culminate,,,,,1.0,
culminated,,,,,1.0,
culminates,,,,,1.0,
culmination,,,,,1.0,
culminations,,,,,1.0,
culpability,,,-0.07997,,,
culpable,-2.0,-1.0,-0.39584,,-1.0,-0.875
culpableness,,,-0.07997,,,-0.125
culpably,,,-0.0611,,,
culprit,,-1.0,,,-1.0,
culprits,,,,,-1.0,
cult,-1.0,,-0.51586,,,
cultism,,,-0.021830000000000002,,,
cultivable,,,0.28394,,,
cultivatable,,,0.28394,,,
cultivate,,,0.17977,,1.0,0.375
cultivated,1.0,,0.26053000000000004,,1.0,0.0625
cultivates,,,,,1.0,
cultivation,1.0,,0.24896,,1.0,0.0625
cultivations,,,,,1.0,
cultural,1.0,,,,,
culturati,,,0.12208,,,0.125
culture,,,0.18045999999999998,,,
cultured,,,0.24054,,1.0,
cultures,,,,,1.0,
cumbersome,-2.0,-1.0,-0.35053,,-1.0,
cumbrous,,,-0.0611,,-1.0,-0.125
cummerbund,,,-0.19821,,,-0.25
cumulatively,,,0.12208,,,0.125
cumuliform,,,0.12208,,,0.125
cunaxa,,,-0.19821,,,-0.25
cuneal,,,0.15793,,,
cuneate,,,0.15793,,,
cuneiform,,,0.0776,,,
cuneus,,,0.12208,,,
cunning,1.0,,0.014445,,1.0,
cunningly,,,0.18805,,,
cunt,,-1.0,-0.37543000000000004,-5.0,,0.125
cunts,,-1.0,,,,
cup,,,0.13438,,,
cupful,,,0.12208,,,0.125
cupid,,,,,1.0,
cuplrit,-2.0,-1.0,,,,
cuppa,,,0.17826,,,
cupper,,,0.17826,,,0.375
cupressus,,,-0.07997,,,
cuprimine,,,-0.19821,,,
cur,,,-0.32253000000000004,,,-0.125
curability,,,0.08478,,,
curable,,,0.10554000000000001,,,0.0625
curableness,,,0.08478,,,0.25
curacao,,,-0.02298,,,
curacoa,,,-0.07997,,,-0.125
curative,,,0.221815,,1.0,
curdle,,,-0.27491,,,-0.2916666666666667
cure,,1.0,0.34825,,1.0,
cured,,,0.13074000000000002,,1.0,0.03125
cures,,,,,1.0,
curfew,,,-0.22599,,,0.041666666666666664
curing,,,-0.07997,,,
curio,,,0.17826,,,
curiosa,,,-0.07997,,,-0.125
curiosity,,,0.33241,,,
curious,2.0,,0.37139,1.0,,
curiously,2.0,,0.23008,,,
curiousness,,,-0.11349000000000001,,,
curmudgeon,,,-0.19821,,,-0.25
curmudgeonly,-1.0,,-0.38925,,,
currish,,,-0.28044,,,-0.375
currishly,,,0.15793,,,
curry,,,0.074055,,,-0.041666666666666664
curse,-2.0,-1.0,-0.50034,-1.0,-1.0,0.125
cursed,-2.0,-1.0,-0.21325999999999998,,-1.0,
cursedly,,,0.15793,,,
curses,-2.0,-1.0,,,-1.0,
cursing,-1.0,,,,-1.0,
cursive,,,-0.099105,,,
cursively,,,0.12208,,,0.125
cursory,-1.0,,-0.39474000000000004,,-1.0,
curst,,,-0.1665,,,-0.25
curt,-1.0,-1.0,-0.20797,,-1.0,
curtail,,,0.17964000000000002,,-1.0,
curtailed,,,,,-1.0,
curtailing,,,,,-1.0,
curtails,,,,,-1.0,
curtained,,,-0.17327,,,-0.25
curtainless,,,-0.38925,,,
curtal,,,-0.34088,,,-0.5
curtly,,,0.12208,,-1.0,
curtness,,,0.12712,,-1.0,
curtsey,,,0.12208,,1.0,
curtseying,,,,,1.0,
curtsy,,,0.32416,,,0.08333333333333333
curvaceousness,,,0.17826,,,
curveball,,,,,-1.0,
curved,,,0.05022,,,
curves,1.0,,,,,
curvilineal,,,-0.0611,,,
curvilinear,,,-0.0611,,,-0.125
curving,,,-0.01819,,,
cuscuta,,,-0.01819,,,
cushion,,,0.13504000000000002,,,
cushy,,1.0,0.26402,,,
cuspate,,,0.12208,,,
cuspated,,,0.12208,,,
cusped,,,0.12208,,,
cuspidal,,,0.12208,,,
cuspidate,,,0.12208,,,
cuspidated,,,0.12208,,,0.125
cuspidation,,,0.12208,,,0.125
cuss,-2.0,-1.0,-0.11229000000000001,,,
cussed,,-1.0,-0.08901,,,
cussedly,,,-0.07997,,,
cussedness,,,-0.38925,,,
cussing,-1.0,,,,,
custodial,,,0.03302,,,
custom,,,0.046845,,,
customary,,,0.00039,,,
cut,-1.0,,-0.26749666666666666,-1.0,,0.013513513513513514
cutaway,,,,,-1.0,
cutback,,,,,-1.0,
cute,2.0,1.0,0.59606,2.0,,0.5
cutely,,,0.17826,,,0.375
cuteness,1.0,1.0,0.28394,,,
cuter,1.0,,,,,
cuterebra,,,-0.07997,,,
cutes,1.0,,,,,
cutoff,,,-0.46143,,-1.0,-0.1875
cutoffs,,,,,-1.0,
cuts,,,,-1.0,,
cuttable,,,-0.01819,,,
cutthroat,-2.0,-1.0,-0.23963,,,
cutting,,,-0.07762,-1.0,,0.05
cutup,,,,,-1.0,
cutups,,,,,-1.0,
cutwork,,,,,-1.0,
cv,,,-0.099105,,,
cxlv,,,-0.07997,,,
cxxv,,,-0.07997,,,
cxxxv,,,-0.07997,,,
cyamus,,,-0.13964000000000001,,,
cyan,,,0.06104,,,0.125
cyanamid,,,-0.28345,,,
cyanamide,,,-0.1294,,,-0.1875
cyanide,,,-0.58407,,,-0.375
cyanocobalamin,,,-0.19821,,,
cyanogen,,,0.12208,,,0.125
cyanogenetic,,,0.28394,,,
cyanogenic,,,0.28394,,,0.625
cyberphobia,,,0.15793,,,0.25
cycadales,,,-0.28345,,,
cyclic,,,0.18101,,,0.0625
cyclicity,,,-0.08901,,,
cyclobenzaprine,,,-0.38925,,,
cycloid,,,-0.039985,,,
cycloidal,,,-0.07997,,,-0.125
cyclone,,,-0.38011,,,-0.0625
cyclopia,,,0.17826,,,0.375
cycloserine,,,-0.05621,,,-0.125
cyclothymia,,,-0.19821,,,
cydippea,,,0.12208,,,
cydippida,,,0.12208,,,
cydippidea,,,0.12208,,,
cynic,,,-0.38265,-2.0,-1.0,0.125
cynical,-2.0,-1.0,-0.46275,-2.0,-1.0,
cynically,,,0.15793,,-1.0,0.25
cynicism,-2.0,-1.0,-0.34192,-2.0,-1.0,-0.25
cynicisms,,,,,-1.0,
cynics,,,,,-1.0,
cynophobia,,,0.12208,,,0.125
cynosure,,,0.17964000000000002,,,0.1875
cypher,,,-0.0042049999999999995,,,
cypraea,,,0.12208,,,
cyprian,,,-0.044235000000000003,,,
cyproheptadine,,,-0.07997,,,
cystitis,,,-0.42036,,,-0.75
cystoparalysis,,,-0.28345,,,
cystoplegia,,,-0.28345,,,-0.375
cytolysin,,,-0.07997,,,-0.125
cytolysis,,,-0.28345,,,-0.375
cytomegalic,,,-0.28345,,,-0.375
cytopathogenic,,,-0.34088,,,-0.5
cytoplast,,,0.12208,,,0.125
czestochowa,,,-0.38925,,,-0.625
d,,,0.01126,,,
dabbled,,,-0.28345,,,
dabbler,,,-0.1294,,,
dacryocystitis,,,-0.28345,,,-0.375
dactylopius,,,-0.07997,,,
dada,,,-0.09134,,,
dadaism,,,-0.28345,,,-0.375
daddy,1.0,,,,,
daemon,,,-0.030369999999999998,,,
daft,-1.0,,-0.1127,,,
daftly,,,-0.01819,,,
daftness,,,-0.19821,,,
dagger,,,,,-1.0,
daggers,,,,,-1.0,
dahmer,-1.0,,,,,
daily,,,0.10406666666666668,,,-0.1875
daimon,,,-0.07357000000000001,,,
daintily,,,0.19186,,,0.25
daintiness,,,0.36466,,,
dainty,,,0.19610999999999998,,1.0,0.375
daisylike,,,0.0403,,,0.125
dalliance,,,0.16575,,,
dally,,,-0.00157,,-1.0,
dallying,,,,,-1.0,
dalmane,,,-0.28345,,,
daltonism,,,-0.38925,,,
damage,-1.0,-1.0,-0.4939,-3.0,-1.0,-0.75
damaged,-1.0,-1.0,-0.39487,,-1.0,-0.75
damages,,-1.0,-0.07997,-3.0,,
damaging,-1.0,-1.0,-0.42036,,,
damascene,,,-0.02273,,,-0.05
dame,,,0.24045999999999998,,,
dammit,,,,,-1.0,
damn,-2.0,-1.0,-0.1765075,-4.0,,-0.25
damnable,-2.0,-1.0,-0.35258,,,
damnably,-2.0,-1.0,0.15793,,,
damnation,-2.0,-1.0,-0.45575,,,-0.125
damnatory,,,-0.19821,,,
damned,-2.0,-1.0,-0.060966666666666676,-4.0,,0.125
damning,-2.0,-1.0,-0.19821,,,-0.25
damnit,,,,-4.0,,
damp,,,-0.07714,,,-0.125
damper,,-1.0,-0.20656,,,-0.1875
damply,,,0.12208,,,
danaid,,,-0.28345,,,
dance,1.0,,,,1.0,
danceable,,,0.36466,,,0.75
danced,,,,,1.0,
dances,,,,,1.0,
dancing,1.0,,,,,
dander,,,-0.05252999999999999,,,
dandified,,,0.17826,,,
dandily,,,0.15793,,,0.25
dandy,,,0.210965,,,
dandyish,,,0.17826,,,
dandyism,,,0.17826,,,
dang,,,,,-1.0,
danger,-1.0,-1.0,-0.54552,-2.0,-1.0,-0.5
dangerous,-1.0,-1.0,-0.61527,,-1.0,
dangerously,,,-0.05621,,,
dangerousness,-2.0,-1.0,-0.39474000000000004,,,-0.625
dangers,-1.0,,,,,
dangle,-2.0,,-0.02421,,,0.125
daniel,,,0.15197,,,0.125
danis,1.0,,,,,
dank,,,-0.25781,,,-0.25
danke,,1.0,,,,
danken,,1.0,,,,
dankness,,,-0.38925,,,-0.625
dante,,,0.15793,,,
dapper,,,0.08478,,,
dapperness,,,-0.08901,,,
dare,2.0,,-0.089255,,,0.25
dared,1.0,,,,,
daredevil,,,-0.026120000000000004,2.0,,
daredevilry,,,0.08478,,,
daredeviltry,,,0.08478,,,0.25
daring,2.0,1.0,0.20132,2.0,,
daringly,2.0,1.0,0.16965999999999998,,1.0,0.1875
dark,-1.0,-1.0,0.03772,,-1.0,0.041666666666666664
darken,-1.0,-1.0,,,-1.0,
darkened,,-1.0,,,-1.0,
darkening,,,,,-1.0,
darkens,,,,,-1.0,
darker,-1.0,-1.0,,,,
darkest,,,,-2.0,-1.0,
darkey,,,-0.07997,,,
darkie,,,-0.07997,,,
darkish,,,,,-1.0,
darkling,,,-0.05107,,,-0.0625
darkly,,,0.1067,,-1.0,0.125
darkness,-1.0,-1.0,-0.03216,-1.0,-1.0,-0.125
darky,,,-0.07997,,,-0.125
darling,2.0,1.0,0.29425500000000004,,,
darn,-2.0,,-0.14803,,-1.0,
darned,,,-0.13964000000000001,,-1.0,
darning,,,,,-1.0,
darns,,,,,-1.0,
darsana,,,0.12208,,,0.125
dart,,,-0.04596,,,0.041666666666666664
dash,-1.0,,0.055695,,,-0.10416666666666667
dashed,,,-0.07997,,-1.0,
dashing,2.0,1.0,0.37985,,,
dashingly,,,0.15793,,,0.25
dastard,-2.0,-1.0,-0.339835,,-1.0,-0.75
dastardliness,,,-0.34088,,,-0.5
dastardly,-2.0,-1.0,-0.25931,,-1.0,-0.375
dastards,,,,,-1.0,
dasyatis,,,-0.19821,,,
dasyure,,,0.0403,,,0.125
datable,,,0.12208,,,
date,,,0.2669,,,
dateable,,,0.12208,,,0.125
dated,-1.0,,-0.28345,,,-0.375
dateless,,,-0.08475,,,0.375
dates,1.0,,,,,
datril,,,-0.34088,,,
daub,,,-0.00513,,,
dauber,,,-0.07997,,,-0.125
daucus,,,-0.19821,,,
daughter,1.0,,,,,
daughterly,,,-0.19821,,,-0.25
daunt,-2.0,-1.0,-0.08901,,-1.0,
daunted,,,-0.19821,,-1.0,
daunting,-2.0,-1.0,-0.17327,,-1.0,
dauntingly,-2.0,-1.0,,,,
dauntless,2.0,1.0,0.15793,2.0,1.0,
dauntlessness,,,0.15199000000000001,,,
daunts,,,,,-1.0,
davis,1.0,,,,,
dawdle,-2.0,-1.0,,,-1.0,
dawdled,,,,,-1.0,
dawdles,,,,,-1.0,
dawn,1.0,1.0,0.19968,,,
dawning,,,,,1.0,
dawns,,,,,1.0,
day,,,0.34355,,,0.07142857142857142
daydream,2.0,,0.565985,,,
daydreamer,2.0,,-0.07997,,,
daydreaming,-1.0,,-0.19821,,,
daypro,,,-0.19821,,,
daytime,1.0,,,,,
daze,-2.0,-1.0,-0.19746,,,
dazed,-2.0,-1.0,-0.28956,,,
dazedly,,,0.15793,,,
dazzle,2.0,1.0,0.173955,,,0.2916666666666667
dazzled,2.0,1.0,-0.0296,,,-0.0625
dazzles,2.0,,,,,
dazzling,2.0,1.0,0.39933,,,
dazzlingly,1.0,,0.12208,,,0.125
ddc,,,-0.0611,,,
ddi,,,-0.0611,,,
deacon,,,0.04456,,,
deactivate,,,-0.29617,,,
dead,-1.0,-1.0,-0.7452066666666667,-3.0,-1.0,-0.2692307692307692
deadbeat,-2.0,-1.0,,,,
deaden,,,0.09492,,,0.041666666666666664
deadened,,,-0.30004000000000003,,,-0.25
deadening,,,-0.099105,,,
deadeningly,-1.0,,,,,
deadeye,,,-0.08847000000000001,,,-0.125
deadhead,,,-0.0296,,,-0.0625
deadliness,,,-0.1665,,,
deadlock,-2.0,-1.0,-0.28345,-2.0,,
deadlocked,,,0.0403,,,
deadly,-1.0,-1.0,-0.77763,,,-0.125
deadness,,,-0.25035,,,-0.0625
deadpan,,,-0.06982000000000001,,,
deadweight,-2.0,-1.0,,,,
deaf,-1.0,-1.0,-0.13455,,-1.0,
deafen,,,-0.014159999999999999,,-1.0,-0.08333333333333333
deafened,,,-0.34088,,-1.0,-0.5
deafening,-1.0,,-0.3766,-1.0,-1.0,
deafens,,,,,-1.0,
deafer,,,,,-1.0,
deafest,,,,,-1.0,
deafness,,,,,-1.0,
deal,1.0,,,,1.0,
dealer,,,-0.21381,,,-0.041666666666666664
deals,,,,,1.0,
deamination,,,0.12208,,,
deaminization,,,0.12208,,,0.125
dear,2.0,,0.23663,2.0,,0.5
dearest,,,0.12208,,,
dearly,1.0,,0.47284,3.0,,0.375
dearness,,,0.15199000000000001,,,
dearth,-2.0,-1.0,-0.44269,,,
death,-1.0,-1.0,-0.82876,-2.0,-1.0,-0.15625
deathbed,-1.0,,,,,
deathless,,,-0.0611,,,
deathlike,,,-0.28345,,,
deathly,-1.0,,-0.381705,,,-0.1875
deaths,-1.0,,,,,
deathwatch,,,-0.16702,,,
debacle,-2.0,-1.0,-0.20194,,-1.0,
debacles,,,,,-1.0,
debar,,,-0.02967,,,
debark,,,0.12208,,,
debase,-2.0,-1.0,-0.31162,,-1.0,
debased,,,-0.26982,,-1.0,-0.125
debasement,-2.0,-1.0,0.15754,,-1.0,
debasements,,,,,-1.0,
debaser,-2.0,-1.0,,,,
debases,,,,,-1.0,
debasing,,,-0.38925,,,
debatable,-2.0,-1.0,0.13794,,-1.0,
debate,-2.0,,0.013175,,,
debauch,-2.0,-1.0,-0.133585,,-1.0,
debauched,,,-0.1874,,-1.0,
debaucher,-2.0,-1.0,0.17826,,,
debaucheries,,,,,-1.0,
debauchery,-2.0,-1.0,-0.19371,,-1.0,
debauches,,,,,-1.0,
debauching,,,,,-1.0,
debile,,,-0.13964000000000001,,-1.0,
debilitate,-1.0,-1.0,,,-1.0,
debilitated,,,-0.34088,,-1.0,
debilitates,,,,,-1.0,
debilitating,-1.0,-1.0,-0.50654,,-1.0,0.25
debilitative,,,-0.28345,,,
debility,-1.0,-1.0,0.15793,,-1.0,
debit,,,-0.099105,,,
debonair,,,0.27345,2.0,,
debonaire,,,0.27345,,,
debonnaire,,,0.28394,,,
debris,,,-0.17404,,-1.0,
debt,,-1.0,,-2.0,-1.0,
debtor,,,,,-1.0,
debtors,,,,,-1.0,
debts,-1.0,-1.0,,,-1.0,
debunking,,,-0.42036,,,
decadence,-2.0,-1.0,0.07501000000000001,,-1.0,
decadency,,,0.15199000000000001,,-1.0,
decadent,-2.0,-1.0,0.138785,,-1.0,
decalescent,,,-0.07997,,,-0.125
decapitation,,,,,-1.0,
decapitations,,,,,-1.0,
decarbonate,,,-0.07997,,,-0.125
decay,-2.0,-1.0,-0.64413,,-1.0,-0.20833333333333334
decayable,,,-0.28345,,,
decayed,-2.0,-1.0,-0.19821,,,
decease,,,,,-1.0,
deceased,,,-0.59716,,-1.0,
deceases,,,,,-1.0,
decedent,,,0.11748,,,
deceit,-2.0,-1.0,-0.53112,-3.0,,
deceitful,-2.0,-1.0,-0.60295,-3.0,,
deceitfully,-2.0,-1.0,0.15793,,,
deceitfulness,-2.0,-1.0,0.067,,,
deceive,-2.0,-1.0,-0.54666,-3.0,-1.0,
deceived,,,,-3.0,,
deceiver,-2.0,-1.0,,,,
deceivers,-2.0,-1.0,,,,
deceives,,,,-3.0,,
deceiving,-2.0,-1.0,,-3.0,,
deceivingly,,,-0.38925,,,
decency,1.0,1.0,0.10264000000000001,,1.0,0.625
decent,1.0,1.0,0.30213999999999996,,1.0,0.2916666666666667
decently,,,0.15793,,1.0,0.25
deception,-2.0,-1.0,-0.69928,-3.0,-1.0,
deceptions,-1.0,,,,-1.0,
deceptive,-2.0,-1.0,-0.35498,,-1.0,
deceptively,-2.0,-1.0,-0.38925,,-1.0,
deceptiveness,,,-0.39474000000000004,,-1.0,
decertify,,,-0.38925,,,
dechlorinate,,,-0.07997,,,-0.125
decided,,,0.21734,,,
decidedly,,,0.15793,,,
decides,1.0,,,,,
deciding,,,0.04239,,,
decimal,,,-0.059815,,,
decimate,,,,,-1.0,
decimated,,,,,-1.0,
decimates,,,,,-1.0,
decimation,,,,,-1.0,
decimations,,,,,-1.0,
decipher,,,-0.00029,,,
decipherable,,,0.21734,,1.0,
decipherably,,,0.15793,,,
deciphered,,,0.12208,,,0.125
decipherer,,,0.17703,,,0.5
decipherment,,,0.12208,,,
decision,,,0.15107,,,
decisive,1.0,1.0,0.47621,1.0,1.0,0.1875
decisively,,,,,1.0,
decisiveness,1.0,1.0,0.14961,,1.0,0.25
decius,,,-0.28345,,,-0.375
deck,,,0.094125,,,
decker,,,0.15754,,,0.25
declaim,-2.0,-1.0,0.17964000000000002,,-1.0,
declaimed,,,,,-1.0,
declaiming,,,,,-1.0,
declaims,,,,,-1.0,
declamation,,,-0.1294,,,-0.1875
declamatory,,,-0.19821,,,
declarable,,,0.17826,,,0.375
declarative,,,0.05335,,,
declare,,,0.0747,,,0.017857142857142856
declared,,,0.23213000000000003,,,0.375
declarer,,,0.15754,,,0.125
declassify,,,0.12208,,,0.125
declension,,,0.010440000000000001,,,
declination,,,-0.01524,,,
decline,-1.0,-1.0,-0.43754499999999996,,-1.0,-0.0625
declined,,,,,-1.0,
declines,-1.0,-1.0,,,-1.0,
declining,-1.0,-1.0,,,-1.0,
declivity,,,,,-1.0,
declomycin,,,0.12208,,,
deco,,,0.02363,,,-0.125
decoct,,,-0.02536,,,-0.1875
decoding,,,0.12208,,,
decollete,,,-0.19821,,,
decomposable,,,0.28394,,,0.625
decompose,,,,,-1.0,
decomposed,,,,,-1.0,
decomposes,,,,,-1.0,
decomposition,-1.0,,-0.45561999999999997,,-1.0,
decompositional,,,-0.19821,,,-0.25
decompositions,,,,,-1.0,
decompound,,,0.12208,,,0.125
decompress,,,-0.18406,,,
deconsecrated,,,0.12208,,,0.125
deconstructed,-1.0,,,,,
decontaminate,,,0.12208,,,0.125
decontamination,,,-0.21616999999999997,,,-0.125
decorate,,,0.30608,,,0.375
decorated,,,0.17826,,,0.375
decorative,,,0.66195,,,
decoratively,,,0.21734,,,0.5
decorous,1.0,,0.36102,,,0.75
decorously,,,0.15793,,,0.25
decorousness,,,0.28394,,,
decorum,,,0.09065,,,0.625
decoupage,,,0.1067,,,0.0625
decouple,,,0.15586,,,
decoy,,,-0.094195,,,-0.25
decrease,-1.0,,,,,
decreased,,,-0.07997,,,
decreasing,-1.0,,-0.08847000000000001,,,-0.125
decrement,-1.0,-1.0,,,-1.0,
decremented,,,,,-1.0,
decrementing,,,,,-1.0,
decrements,,,,,-1.0,
decrepit,-2.0,-1.0,-0.45969,,-1.0,
decrepitude,-2.0,-1.0,0.12208,,-1.0,
decrescendo,,,-0.06607,,,-0.25
decriminalise,,,,,1.0,
decriminalize,,,,,1.0,
decriminalized,,,,,1.0,
decriminalizes,,,,,1.0,
decry,-2.0,-1.0,-0.17327,,-1.0,
decrying,,,,,-1.0,
decryption,,,-0.0787,,,0.125
decumbent,,,-0.07997,,,
decurved,,,-0.07997,,,-0.125
ded,,,0.12208,,,
dedicate,,,0.33993,,1.0,0.041666666666666664
dedicated,2.0,1.0,0.12208,2.0,1.0,0.125
dedicates,,,,,1.0,
dedicating,,,,,1.0,
dedication,1.0,,0.63425,,1.0,0.2916666666666667
dedications,,,,,1.0,
deduce,,,0.10046000000000001,,1.0,
deducible,,,0.28394,,,0.625
deeds,,,0.17826,,,
deem,,,-0.07417,,,
deep,-1.0,,0.03182,,,0.0625
deepen,,,-0.08304,,,0.0625
deepening,-2.0,,-0.038065,,,0.125
deepness,,,-0.05611,,1.0,-0.375
deface,,,-0.39584,,-1.0,
defaced,,,,,-1.0,
defacement,,,,,-1.0,
defacements,,,,,-1.0,
defaces,,,,,-1.0,
defalcation,,,-0.06819,,,
defamation,-2.0,-1.0,-0.47113,,-1.0,
defamations,-2.0,-1.0,,,-1.0,
defamatory,-2.0,-1.0,-0.39584,,-1.0,
defame,-2.0,-1.0,0.15199000000000001,,-1.0,
defamed,,,,,-1.0,
defamer,,,0.21734,,-1.0,
defamers,,,,,-1.0,
defames,,,,,-1.0,
default,,,-0.102425,,-1.0,-0.125
defaulted,,,,,-1.0,
defaulting,,,,,-1.0,
defaults,,,,,-1.0,
defeasible,,,0.21734,,,0.5
defeat,-1.0,1.0,-0.15297,,,
defeated,,1.0,-0.314925,-2.0,,-0.5
defeating,,1.0,,,,
defeatism,,,0.0403,,,0.125
defeats,,1.0,,,,
defecates,-1.0,,,,,
defecation,,,-0.07997,,,
defect,-1.0,-1.0,-0.525045,-3.0,,
defective,-2.0,-1.0,-0.35579,,,-0.25
defectively,,,0.12208,,,0.125
defectiveness,,,0.15793,,,
defects,,-1.0,,-3.0,,
defence,,,-0.0368,,,
defenceless,,,-0.090705,,,
defend,1.0,,0.29201,,1.0,-0.0625
defendable,,,0.28394,,,
defendant,,,,,-1.0,
defendants,,,,,-1.0,
defended,,,,,1.0,
defender,2.0,1.0,,2.0,1.0,
defenders,,,,2.0,1.0,
defending,,,,,1.0,
defends,,,,,1.0,
defense,1.0,,0.07454,,,-0.4166666666666667
defenseless,,,-0.294525,-2.0,,-0.1875
defensibility,,,-0.35258,,,-0.5
defensible,,,0.28394,,1.0,0.625
defensive,-1.0,-1.0,,,,
defensively,,,0.12208,,,0.125
defensiveness,,,-0.38925,,,-0.625
defer,,,-0.0978,-1.0,,
deference,2.0,1.0,0.21139000000000002,,1.0,
deferent,,,0.25416,,,
deferential,,,0.25416,,,
deferentially,,,0.24983000000000002,,,0.5
deferring,,,,-1.0,,
defervesce,,,0.12208,,,0.125
defervescence,,,-0.19821,,,-0.25
defiance,-2.0,-1.0,-0.21108000000000002,,-1.0,
defiant,-2.0,-1.0,-0.24165,-1.0,-1.0,
defiantly,-2.0,-1.0,0.12208,,-1.0,
deficiencies,,-1.0,,,-1.0,
deficiency,-1.0,-1.0,-0.5911,,-1.0,
deficient,-1.0,-1.0,-0.34245,,-1.0,
deficit,-1.0,,,-2.0,-1.0,
deficits,,,,,-1.0,
defile,-2.0,-1.0,-0.014835,,-1.0,
defiled,,,0.20073,,-1.0,
defilement,,,0.12208,,,
defiler,-2.0,-1.0,,,,
defiles,,,,,-1.0,
definable,,,0.21734,,,0.5
define,,,0.12763,,,0.1875
defined,1.0,,0.2663,,,0.375
defining,1.0,,,,,
definite,1.0,,0.14024,,1.0,0.375
definitely,1.0,,0.15793,,1.0,
definiteness,,,0.21734,,,
definition,,,0.1641,,,0.0625
definitive,1.0,,0.10139,,1.0,0.375
definitively,2.0,,,,,
deflagrate,,,0.05272,,,0.0625
deflate,,,0.043680000000000004,,,0.025
deflated,-1.0,,-0.0611,,-1.0,-0.125
deflates,-1.0,,,,,
deflationary,1.0,,0.12208,,,0.125
deflection,,,-0.25244,,,
deflective,,,0.12208,,,
deflexion,,,0.0098,,,
defloration,,,0.10554000000000001,,,0.0625
deflower,,,0.04482,,,
defog,,,0.21734,,,
defoliate,,,-0.141725,,,
defoliated,,,-0.28345,,,-0.375
defoliation,,,-0.09134,,,-0.1875
deforestation,,,0.10554000000000001,,,0.125
deform,-1.0,-1.0,-0.05242,,-1.0,-0.125
deformation,,,-0.02967,,-1.0,
deformed,-1.0,-1.0,-0.67072,,-1.0,
deforming,,,,,-1.0,
deformity,,,-0.41495,,,
deforms,,,,,-1.0,
defraud,,,-0.07997,,-1.0,
defrauded,,,,,-1.0,
defrauding,-2.0,-1.0,,,-1.0,
defrauds,,,,,-1.0,
deft,2.0,1.0,-0.13676,,,
deftly,,,0.16965999999999998,,,0.25
deftness,,,0.21734,,,
defunct,-2.0,-1.0,-0.30893000000000004,,-1.0,-0.375
defunctness,,,-0.34088,,,
defy,-2.0,-1.0,-0.08027999999999999,,-1.0,
defying,,,,,-1.0,
degage,,,0.2283,,,0.625
degeneracy,,,0.34351,,-1.0,
degenerate,-2.0,-1.0,-0.54949,,-1.0,
degenerated,,,,,-1.0,
degenerately,-2.0,-1.0,,,,
degenerates,-1.0,,,,-1.0,
degenerating,-1.0,,,,,
degeneration,-2.0,-1.0,-0.36495,,-1.0,0.375
degenerations,,,,,-1.0,
degenerative,,,-0.28345,,,-0.375
deginified,,1.0,,,,
degradation,-2.0,-1.0,-0.48552,,,0.0625
degrade,-2.0,-1.0,-0.61127,-2.0,,-0.0625
degraded,,,-0.22138000000000002,-2.0,,
